8.537000000000000e-05 1.672600071709553e+14 0.000000000000000e+00 0.000000000000000e+00 -4.626215912056690e-05 
8.537009990009990e-05 1.672235058005017e+14 0.000000000000000e+00 0.000000000000000e+00 -1.306467996109816e-04 
8.537019980019981e-05 1.671868159981678e+14 0.000000000000000e+00 0.000000000000000e+00 -1.558737068037202e-04 
8.537029970029971e-05 1.671499365212232e+14 0.000000000000000e+00 0.000000000000000e+00 -1.309690023576249e-05 
8.537039960039962e-05 1.671128661174079e+14 0.000000000000000e+00 0.000000000000000e+00 -4.024371994176692e-04 
8.537049950049952e-05 1.670756035243874e+14 0.000000000000000e+00 0.000000000000000e+00 -1.568848051585687e-04 
8.537059940059942e-05 1.670381474704824e+14 0.000000000000000e+00 0.000000000000000e+00 -3.904449765654610e-04 
8.537069930069933e-05 1.670004966735615e+14 0.000000000000000e+00 0.000000000000000e+00 6.942251381973745e-05 
8.537079920079923e-05 1.669626498418523e+14 0.000000000000000e+00 0.000000000000000e+00 -3.191181782099127e-04 
8.537089910089914e-05 1.669246056728764e+14 0.000000000000000e+00 0.000000000000000e+00 -1.041801892939884e-04 
8.537099900099903e-05 1.668863628543272e+14 0.000000000000000e+00 0.000000000000000e+00 -1.695135388789423e-04 
8.537109890109895e-05 1.668479200638617e+14 0.000000000000000e+00 0.000000000000000e+00 -3.493894065507930e-04 
8.537119880119884e-05 1.668092759683200e+14 0.000000000000000e+00 0.000000000000000e+00 -4.333111004497508e-04 
8.537129870129876e-05 1.667704292239979e+14 0.000000000000000e+00 0.000000000000000e+00 -1.313639336832929e-04 
8.537139860139865e-05 1.667313784766528e+14 0.000000000000000e+00 0.000000000000000e+00 3.824949012182757e-06 
8.537149850149855e-05 1.666921223615708e+14 0.000000000000000e+00 0.000000000000000e+00 5.458397573859331e-06 
8.537159840159846e-05 1.666526595031531e+14 0.000000000000000e+00 0.000000000000000e+00 -1.570666243757845e-04 
8.537169830169836e-05 1.666129885152207e+14 0.000000000000000e+00 0.000000000000000e+00 -2.201215533230549e-04 
8.537179820179827e-05 1.665731079997766e+14 0.000000000000000e+00 0.000000000000000e+00 -7.107821192561252e-05 
8.537189810189817e-05 1.665330165488318e+14 0.000000000000000e+00 0.000000000000000e+00 1.225577595207383e-04 
8.537199800199808e-05 1.664927127422086e+14 0.000000000000000e+00 0.000000000000000e+00 -5.688614728346260e-05 
8.537209790209798e-05 1.664521951496014e+14 0.000000000000000e+00 0.000000000000000e+00 1.080173575088831e-04 
8.537219780219787e-05 1.664114623285111e+14 0.000000000000000e+00 0.000000000000000e+00 -9.505917688435768e-05 
8.537229770229779e-05 1.663705128252175e+14 0.000000000000000e+00 0.000000000000000e+00 -1.247577548297138e-04 
8.537239760239768e-05 1.663293451745642e+14 0.000000000000000e+00 0.000000000000000e+00 1.397999026177091e-05 
8.537249750249759e-05 1.662879578996247e+14 0.000000000000000e+00 0.000000000000000e+00 -1.544575888706278e-04 
8.537259740259749e-05 1.662463495117516e+14 0.000000000000000e+00 0.000000000000000e+00 -2.555368787134855e-04 
8.537269730269740e-05 1.662045185104684e+14 0.000000000000000e+00 0.000000000000000e+00 1.124754395144378e-04 
8.537279720279730e-05 1.661624633835224e+14 0.000000000000000e+00 0.000000000000000e+00 8.172754807565550e-05 
8.537289710289721e-05 1.661201826064082e+14 0.000000000000000e+00 0.000000000000000e+00 9.411372336398521e-05 
8.537299700299711e-05 1.660776746421051e+14 0.000000000000000e+00 0.000000000000000e+00 -9.765570273940160e-05 
8.537309690309701e-05 1.660349379421220e+14 0.000000000000000e+00 0.000000000000000e+00 -2.374232224073440e-04 
8.537319680319692e-05 1.659919709448795e+14 0.000000000000000e+00 0.000000000000000e+00 -3.275285821788829e-04 
8.537329670329682e-05 1.659487720767379e+14 0.000000000000000e+00 0.000000000000000e+00 -3.235537394961646e-04 
8.537339660339673e-05 1.659053397511199e+14 0.000000000000000e+00 0.000000000000000e+00 -6.970062051562915e-05 
8.537349650349663e-05 1.658616723691243e+14 0.000000000000000e+00 0.000000000000000e+00 -1.189213326735526e-04 
8.537359640359654e-05 1.658177683188124e+14 0.000000000000000e+00 0.000000000000000e+00 -1.386068548978147e-04 
8.537369630369643e-05 1.657736259753263e+14 0.000000000000000e+00 0.000000000000000e+00 2.700800164621641e-04 
